,id,product_name,product_type,price,datetime,style_id,color_id,color,Fit,Composition,More sustainable materials,Size
15,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Dark blue,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
16,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Black,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
17,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Black,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
18,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Light denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
19,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Light denim blue,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
20,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Denim blue,Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
21,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
22,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Dark blue,Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
23,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Dark blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
24,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Black,Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
25,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Black,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
26,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Light denim blue,Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
27,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Light denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
28,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Denim blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
29,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
30,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Dark blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
31,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Dark blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
32,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Black,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
33,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Black,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
34,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Light denim blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
35,1008549001,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,001,Light denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
36,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,
37,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,
38,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Denim blue,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,
39,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Denim blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,
40,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Dark blue,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,
41,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Dark blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,
42,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Black,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,
43,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Black,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,
44,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Shell: Cotton 98%, Spandex 2%",Recycled cotton 20%,
45,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,
46,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
47,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
48,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
49,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Denim blue,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
50,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Dark blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
51,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Dark blue,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
52,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Black,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
53,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Black,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
54,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
55,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Pocket lining: Polyester 63%, Cotton 37%",Recycled cotton 20%,"The model is 189cm/6'2"" and wears a size 32/32"
56,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Denim blue,Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
57,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
58,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Dark blue,Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
59,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Dark blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
60,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Black,Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
61,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Black,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
62,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,Pocket: Cotton 100%,Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
63,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 188cm/6'2"" and wears a size 31/30"
64,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Denim blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
65,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
66,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Dark blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
67,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Dark blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
68,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Black,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
69,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Black,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
70,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Pocket lining: Polyester 65%, Cotton 35%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
71,1008549004,Regular Jeans,men_jeans_regular,$ 19.99,2022-01-27 15:28:38,1008549,004,Light denim blue,Regular fit,"Shell: Cotton 99%, Spandex 1%",Recycled cotton 20%,"The model is 185cm/6'1"" and wears a size 31/32"
72,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
73,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
74,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
75,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
76,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
77,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
78,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
79,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
80,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
81,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
82,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
83,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
84,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
85,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
86,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
87,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
88,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Pale denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
89,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Pale denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
90,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
91,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
92,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 180cm/5'11"" and wears a size 31/30"
93,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 180cm/5'11"" and wears a size 31/30"
94,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,Shell: Cotton 100%,,
95,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
96,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,Shell: Cotton 100%,,
97,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
98,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,
99,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
100,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,Shell: Cotton 100%,,
101,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
102,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,
103,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
104,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,
105,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
106,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,Shell: Cotton 100%,,
107,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
108,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,Shell: Cotton 100%,,
109,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
110,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Pale denim blue,Relaxed fit,Shell: Cotton 100%,,
111,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Pale denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
112,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,Shell: Cotton 100%,,
113,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
114,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,
115,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,
116,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 189cm/6'2"" and wears a size 32/32"
117,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 189cm/6'2"" and wears a size 32/32"
118,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 189cm/6'2"" and wears a size 32/32"
119,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Black,Relaxed fit,Shell: Cotton 100%,,"The model is 189cm/6'2"" and wears a size 32/32"
120,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 189cm/6'2"" and wears a size 32/32"
121,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 189cm/6'2"" and wears a size 32/32"
122,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 189cm/6'2"" and wears a size 32/32"
123,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Dark denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 189cm/6'2"" and wears a size 32/32"
124,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 189cm/6'2"" and wears a size 32/32"
125,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 189cm/6'2"" and wears a size 32/32"
126,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,"Pocket lining: Polyester 65%, Cotton 35%",,"The model is 189cm/6'2"" and wears a size 32/32"
127,0875105018,Relaxed Jeans,men_jeans_relaxed,$ 29.99,2022-01-27 15:28:38,0875105,018,Light denim blue,Relaxed fit,Shell: Cotton 100%,,"The model is 189cm/6'2"" and wears a size 32/32"
